Time,U,V,W,U Avg,V Avg,W Avg,U'=U - U avg,V'=V - V avg,W'=W - W avg,Octant,,Octant ID,+1,-1,+2,-2,+3,-3,+4,-4
87.67,31.72,2.86,-0.1,,,,4.413466465,2.811669524,-0.207577744,-1,,,,,,,,,,
87.68,26.35,1.93,-0.19,,,,-0.956533535,1.881669524,-0.297577744,-2,,,,,,,,,,
87.69,27.45,1.2,0.06,,,,0.143466465,1.151669524,-0.047577744,-1,,,,,,,,,,
87.7,31.02,1.63,0.06,,,,3.713466465,1.581669524,-0.047577744,-1,,,,,,,,,,
87.71,32.57,2.74,-0.35,,,,5.263466465,2.691669524,-0.457577744,-1,,,,,,,,,,
87.72,30.48,-0.46,0.17,,,,3.173466465,-0.508330476,0.062422256,+4,,,,,,,,,,
87.73,29.24,-1.22,-0.15,,,,1.933466465,-1.268330476,-0.257577744,-4,,,,,,,,,,
87.74,27.48,-3.81,-0.06,,,,0.173466465,-3.858330476,-0.167577744,-4,,,,,,,,,,
87.75,29.06,-2.69,0.01,,,,1.753466465,-2.738330476,-0.097577744,-4,,,,,,,,,,
87.76,26.23,-0.98,1.07,,,,-1.076533535,-1.028330476,0.962422256,+3,,,,,,,,,,
87.77,26.91,0.7,0.8,,,,-0.396533535,0.651669524,0.692422256,+2,,,,,,,,,,
87.78,28.74,-1.09,1.83,,,,1.433466465,-1.138330476,1.722422256,+4,,,,,,,,,,
87.79,26.75,2.1,1.62,,,,-0.556533535,2.051669524,1.512422256,+2,,,,,,,,,,
87.8,26.57,0.83,0.84,,,,-0.736533535,0.781669524,0.732422256,+2,,,,,,,,,,
87.81,25.64,1.55,0.01,,,,-1.666533535,1.501669524,-0.097577744,-2,,,,,,,,,,
87.82,27.03,1.03,-0.46,,,,-0.276533535,0.981669524,-0.567577744,-2,,,,,,,,,,
87.83,28.42,0.51,-0.94,,,,1.113466465,0.461669524,-1.047577744,-1,,,,,,,,,,
87.84,25.54,-2.33,-1.03,,,,-1.766533535,-2.378330476,-1.137577744,-3,,,,,,,,,,
87.85,25.71,-3.2,-0.75,,,,-1.596533535,-3.248330476,-0.857577744,-3,,,,,,,,,,
87.86,25.88,-4.08,-0.48,,,,-1.426533535,-4.128330476,-0.587577744,-3,,,,,,,,,,
87.87,27.48,-1.64,-1.15,,,,0.173466465,-1.688330476,-1.257577744,-4,,,,,,,,,,
87.88,29.24,-3.06,-0.94,,,,1.933466465,-3.108330476,-1.047577744,-4,,,,,,,,,,
87.89,27.97,0.23,-0.35,,,,0.663466465,0.181669524,-0.457577744,-1,,,,,,,,,,
87.9,23.64,4.43,-0.52,,,,-3.666533535,4.381669524,-0.627577744,-2,,,,,,,,,,
87.91,22.17,1.48,0.71,,,,-5.136533535,1.431669524,0.602422256,+2,,,,,,,,,,
87.92,21.87,1.25,1.77,,,,-5.436533535,1.201669524,1.662422256,+2,,,,,,,,,,
87.93,23.97,-1.03,2.02,,,,-3.336533535,-1.078330476,1.912422256,+3,,,,,,,,,,
87.94,26.08,-3.31,2.27,,,,-1.226533535,-3.358330476,2.162422256,+3,,,,,,,,,,
87.95,24.83,-3.33,2.38,,,,-2.476533535,-3.378330476,2.272422256,+3,,,,,,,,,,
87.96,27.03,-1.49,1.13,,,,-0.276533535,-1.538330476,1.022422256,+3,,,,,,,,,,
87.97,25.02,-1.75,0.98,,,,-2.286533535,-1.798330476,0.872422256,+3,,,,,,,,,,
87.98,24.25,0.13,0.57,,,,-3.056533535,0.081669524,0.462422256,+2,,,,,,,,,,
87.99,23.29,0.01,0.68,,,,-4.016533535,-0.038330476,0.572422256,+3,,,,,,,,,,
88,23.89,1.75,0.31,,,,-3.416533535,1.701669524,0.202422256,+2,,,,,,,,,,
88.01,24.86,-0.49,0.2,,,,-2.446533535,-0.538330476,0.092422256,+3,,,,,,,,,,
88.02,24.59,0.43,1.04,,,,-2.716533535,0.381669524,0.932422256,+2,,,,,,,,,,
88.03,25.18,1.02,0.63,,,,-2.126533535,0.971669524,0.522422256,+2,,,,,,,,,,
88.04,30.05,0.1,0.15,,,,2.743466465,0.051669524,0.042422256,+1,,,,,,,,,,
88.05,27.61,0.56,0.39,,,,0.303466465,0.511669524,0.282422256,+1,,,,,,,,,,
88.06,27.07,-0.78,0.68,,,,-0.236533535,-0.828330476,0.572422256,+3,,,,,,,,,,
88.07,26.19,-2.75,0.49,,,,-1.116533535,-2.798330476,0.382422256,+3,,,,,,,,,,
88.08,24.33,0.49,0.57,,,,-2.976533535,0.441669524,0.462422256,+2,,,,,,,,,,
88.09,24.52,0.92,0.63,,,,-2.786533535,0.871669524,0.522422256,+2,,,,,,,,,,
88.1,26.57,2,0.38,,,,-0.736533535,1.951669524,0.272422256,+2,,,,,,,,,,
88.11,26.13,0.99,0.31,,,,-1.176533535,0.941669524,0.202422256,+2,,,,,,,,,,
88.12,25.69,-0.01,0.24,,,,-1.616533535,-0.058330476,0.132422256,+3,,,,,,,,,,
88.13,27.54,-0.93,0.31,,,,0.233466465,-0.978330476,0.202422256,+4,,,,,,,,,,
88.14,26.87,-0.12,0.27,,,,-0.436533535,-0.168330476,0.162422256,+3,,,,,,,,,,
88.15,27.07,0.07,0.44,,,,-0.236533535,0.021669524,0.332422256,+2,,,,,,,,,,
88.16,26.37,-1.05,0.71,,,,-0.936533535,-1.098330476,0.602422256,+3,,,,,,,,,,
88.17,25.67,-2.17,0.98,,,,-1.636533535,-2.218330476,0.872422256,+3,,,,,,,,,,
88.18,27.88,2.05,0.51,,,,0.573466465,2.001669524,0.402422256,+1,,,,,,,,,,
88.19,30.09,3.14,0.05,,,,2.783466465,3.091669524,-0.057577744,-1,,,,,,,,,,
88.2,28.61,4.23,-0.38,,,,1.303466465,4.181669524,-0.487577744,-1,,,,,,,,,,
88.21,23.89,0.7,0.28,,,,-3.416533535,0.651669524,0.172422256,+2,,,,,,,,,,
88.22,26.25,2.46,-0.04,,,,-1.056533535,2.411669524,-0.147577744,-2,,,,,,,,,,
88.23,31.36,3.65,-0.87,,,,4.053466465,3.601669524,-0.977577744,-1,,,,,,,,,,
88.24,28.8,4.84,-0.45,,,,1.493466465,4.791669524,-0.557577744,-1,,,,,,,,,,
88.25,30.3,3.13,-0.8,,,,2.993466465,3.081669524,-0.907577744,-1,,,,,,,,,,
88.26,26.69,2.01,-1.15,,,,-0.616533535,1.961669524,-1.257577744,-2,,,,,,,,,,
88.27,26.21,2.52,-0.7,,,,-1.096533535,2.471669524,-0.807577744,-2,,,,,,,,,,
88.28,26.27,1.63,-0.48,,,,-1.036533535,1.581669524,-0.587577744,-2,,,,,,,,,,
88.29,26.33,0.74,-0.27,,,,-0.976533535,0.691669524,-0.377577744,-2,,,,,,,,,,
88.3,27.41,1.04,-0.31,,,,0.103466465,0.991669524,-0.417577744,-1,,,,,,,,,,
88.31,30.32,-0.41,-1.33,,,,3.013466465,-0.458330476,-1.437577744,-4,,,,,,,,,,
88.32,28.04,-1.22,-1.86,,,,0.733466465,-1.268330476,-1.967577744,-4,,,,,,,,,,
88.33,25.54,-3.61,-0.96,,,,-1.766533535,-3.658330476,-1.067577744,-3,,,,,,,,,,
88.34,24.45,-1.78,-0.97,,,,-2.856533535,-1.828330476,-1.077577744,-3,,,,,,,,,,
88.35,27.32,-0.49,-2.02,,,,0.013466465,-0.538330476,-2.127577744,-4,,,,,,,,,,
88.36,25.11,-0.74,-2.6,,,,-2.196533535,-0.788330476,-2.707577744,-3,,,,,,,,,,
88.37,23.17,-2.1,-1.66,,,,-4.136533535,-2.148330476,-1.767577744,-3,,,,,,,,,,
88.38,21.96,-2.67,-0.73,,,,-5.346533535,-2.718330476,-0.837577744,-3,,,,,,,,,,
88.39,21.4,1.05,-0.63,,,,-5.906533535,1.001669524,-0.737577744,-2,,,,,,,,,,
88.4,23,2.62,-0.65,,,,-4.306533535,2.571669524,-0.757577744,-2,,,,,,,,,,
88.41,28.79,-0.49,-0.2,,,,1.483466465,-0.538330476,-0.307577744,-4,,,,,,,,,,
88.42,27.84,-1.15,-0.23,,,,0.533466465,-1.198330476,-0.337577744,-4,,,,,,,,,,
88.43,25.58,-0.49,-0.43,,,,-1.726533535,-0.538330476,-0.537577744,-3,,,,,,,,,,
88.44,26.3,1.09,-0.24,,,,-1.006533535,1.041669524,-0.347577744,-2,,,,,,,,,,
88.45,24.77,2.08,0.35,,,,-2.536533535,2.031669524,0.242422256,+2,,,,,,,,,,
88.46,25.38,1.21,0.27,,,,-1.926533535,1.161669524,0.162422256,+2,,,,,,,,,,
88.47,25.99,0.35,0.2,,,,-1.316533535,0.301669524,0.092422256,+2,,,,,,,,,,
88.48,21.66,2.04,0.62,,,,-5.646533535,1.991669524,0.512422256,+2,,,,,,,,,,
88.49,25.38,1.9,0.68,,,,-1.926533535,1.851669524,0.572422256,+2,,,,,,,,,,
88.5,26.6,3.08,0.76,,,,-0.706533535,3.031669524,0.652422256,+2,,,,,,,,,,
88.51,24.21,4.15,1.46,,,,-3.096533535,4.101669524,1.352422256,+2,,,,,,,,,,
88.52,27.43,3.65,1.87,,,,0.123466465,3.601669524,1.762422256,+1,,,,,,,,,,
88.53,28.56,3.15,2.28,,,,1.253466465,3.101669524,2.172422256,+1,,,,,,,,,,
88.54,27.59,1.18,2.09,,,,0.283466465,1.131669524,1.982422256,+1,,,,,,,,,,
88.55,26.5,1.37,2.38,,,,-0.806533535,1.321669524,2.272422256,+2,,,,,,,,,,
88.56,25.42,1.57,2.52,,,,-1.886533535,1.521669524,2.412422256,+2,,,,,,,,,,
88.57,28.51,4.23,2.33,,,,1.203466465,4.181669524,2.222422256,+1,,,,,,,,,,
88.58,26.39,2.95,2.16,,,,-0.916533535,2.901669524,2.052422256,+2,,,,,,,,,,
88.59,28.43,1.67,2.48,,,,1.123466465,1.621669524,2.372422256,+1,,,,,,,,,,
88.6,29.17,3.44,2.33,,,,1.863466465,3.391669524,2.222422256,+1,,,,,,,,,,
88.61,31.25,3.56,2.18,,,,3.943466465,3.511669524,2.072422256,+1,,,,,,,,,,
88.62,33.34,3.68,1.56,,,,6.033466465,3.631669524,1.452422256,+1,,,,,,,,,,
88.63,30.68,2.09,0.52,,,,3.373466465,2.041669524,0.412422256,+1,,,,,,,,,,
88.64,26.48,4.25,1.27,,,,-0.826533535,4.201669524,1.162422256,+2,,,,,,,,,,
88.65,22.61,3.33,1.03,,,,-4.696533535,3.281669524,0.922422256,+2,,,,,,,,,,
88.66,24.15,1.14,0.88,,,,-3.156533535,1.091669524,0.772422256,+2,,,,,,,,,,
88.67,26.6,0.77,1.13,,,,-0.706533535,0.721669524,1.022422256,+2,,,,,,,,,,
88.68,28.11,0.98,1.64,,,,0.803466465,0.931669524,1.532422256,+1,,,,,,,,,,
88.69,32.07,4.17,0.07,,,,4.763466465,4.121669524,-0.037577744,-1,,,,,,,,,,
88.7,30.09,2.57,0.85,,,,2.783466465,2.521669524,0.742422256,+1,,,,,,,,,,
88.71,27.23,4.1,-1.93,,,,-0.076533535,4.051669524,-2.037577744,-2,,,,,,,,,,
88.72,26.06,3.88,-0.96,,,,-1.246533535,3.831669524,-1.067577744,-2,,,,,,,,,,
88.73,24.89,3.68,0.01,,,,-2.416533535,3.631669524,-0.097577744,-2,,,,,,,,,,
88.74,28.13,1.86,1.44,,,,0.823466465,1.811669524,1.332422256,+1,,,,,,,,,,
88.75,27.43,2.49,1.3,,,,0.123466465,2.441669524,1.192422256,+1,,,,,,,,,,
88.76,24.07,-1.3,1.88,,,,-3.236533535,-1.348330476,1.772422256,+3,,,,,,,,,,
88.77,23.7,0.03,2.87,,,,-3.606533535,-0.018330476,2.762422256,+3,,,,,,,,,,
88.78,28.33,-2.67,3.49,,,,1.023466465,-2.718330476,3.382422256,+4,,,,,,,,,,
88.79,29.01,-1.09,3.53,,,,1.703466465,-1.138330476,3.422422256,+4,,,,,,,,,,
88.8,27.34,-0.87,3.37,,,,0.033466465,-0.918330476,3.262422256,+4,,,,,,,,,,
88.81,25.11,1.69,3.12,,,,-2.196533535,1.641669524,3.012422256,+2,,,,,,,,,,
88.82,22.89,4.25,3.08,,,,-4.416533535,4.201669524,2.972422256,+2,,,,,,,,,,
88.83,24,2.96,2.67,,,,-3.306533535,2.911669524,2.562422256,+2,,,,,,,,,,
88.84,26.37,-0.23,2.26,,,,-0.936533535,-0.278330476,2.152422256,+3,,,,,,,,,,
88.85,25.49,-0.68,2.39,,,,-1.816533535,-0.728330476,2.282422256,+3,,,,,,,,,,
88.86,28.09,-0.49,2.52,,,,0.783466465,-0.538330476,2.412422256,+4,,,,,,,,,,
88.87,29.28,1.06,0.54,,,,1.973466465,1.011669524,0.432422256,+1,,,,,,,,,,
88.88,28.68,2.63,1.53,,,,1.373466465,2.581669524,1.422422256,+1,,,,,,,,,,
88.89,22.52,4.54,1.34,,,,-4.786533535,4.491669524,1.232422256,+2,,,,,,,,,,
88.9,23.68,2.45,1.08,,,,-3.626533535,2.401669524,0.972422256,+2,,,,,,,,,,
88.91,27.05,2.22,-0.13,,,,-0.256533535,2.171669524,-0.237577744,-2,,,,,,,,,,
88.92,26.62,2.75,-0.26,,,,-0.686533535,2.701669524,-0.367577744,-2,,,,,,,,,,
88.93,29.56,3.12,0.18,,,,2.253466465,3.071669524,0.072422256,+1,,,,,,,,,,
88.94,33.92,-0.01,-0.23,,,,6.613466465,-0.058330476,-0.337577744,-4,,,,,,,,,,
88.95,35.01,-3.15,-0.65,,,,7.703466465,-3.198330476,-0.757577744,-4,,,,,,,,,,
88.96,34.03,-1.57,-0.44,,,,6.723466465,-1.618330476,-0.547577744,-4,,,,,,,,,,
88.97,33.05,0.98,-1.53,,,,5.743466465,0.931669524,-1.637577744,-1,,,,,,,,,,
88.98,30.52,-2.79,-2.02,,,,3.213466465,-2.838330476,-2.127577744,-4,,,,,,,,,,
88.99,27.99,-3.79,-2.25,,,,0.683466465,-3.838330476,-2.357577744,-4,,,,,,,,,,
89,31.29,-4.8,-2.69,,,,3.983466465,-4.848330476,-2.797577744,-4,,,,,,,,,,
89.01,29.67,-4.05,-2.91,,,,2.363466465,-4.098330476,-3.017577744,-4,,,,,,,,,,
89.02,28.45,-0.71,-3.58,,,,1.143466465,-0.758330476,-3.687577744,-4,,,,,,,,,,
89.03,27.48,-0.49,-2.49,,,,0.173466465,-0.538330476,-2.597577744,-4,,,,,,,,,,
89.04,24.47,-1.29,-1.4,,,,-2.836533535,-1.338330476,-1.507577744,-3,,,,,,,,,,
89.05,21.46,-1.14,0.2,,,,-5.846533535,-1.188330476,0.092422256,+3,,,,,,,,,,
89.06,22.13,-0.99,1.82,,,,-5.176533535,-1.038330476,1.712422256,+3,,,,,,,,,,
89.07,25.76,-1.2,2.26,,,,-1.546533535,-1.248330476,2.152422256,+3,,,,,,,,,,
89.08,27.16,0.1,2.44,,,,-0.146533535,0.051669524,2.332422256,+2,,,,,,,,,,
89.09,28.44,-2.21,2.49,,,,1.133466465,-2.258330476,2.382422256,+4,,,,,,,,,,
89.1,29.73,-4.52,2.54,,,,2.423466465,-4.568330476,2.432422256,+4,,,,,,,,,,
89.11,30.97,-3.23,2.07,,,,3.663466465,-3.278330476,1.962422256,+4,,,,,,,,,,
89.12,32.22,-1.94,1.6,,,,4.913466465,-1.988330476,1.492422256,+4,,,,,,,,,,
89.13,31.18,0,1.89,,,,3.873466465,-0.048330476,1.782422256,+4,,,,,,,,,,
89.14,30.91,2.99,0.07,,,,3.603466465,2.941669524,-0.037577744,-1,,,,,,,,,,
89.15,31.61,0.24,-0.25,,,,4.303466465,0.191669524,-0.357577744,-1,,,,,,,,,,
89.16,32.33,-2.51,-0.57,,,,5.023466465,-2.558330476,-0.677577744,-4,,,,,,,,,,
89.17,32.79,1.48,-0.71,,,,5.483466465,1.431669524,-0.817577744,-1,,,,,,,,,,
89.18,33.25,-0.31,-1.37,,,,5.943466465,-0.358330476,-1.477577744,-4,,,,,,,,,,
89.19,33.4,-2.29,-1.29,,,,6.093466465,-2.338330476,-1.397577744,-4,,,,,,,,,,
89.2,33.56,-4.28,-1.33,,,,6.253466465,-4.328330476,-1.437577744,-4,,,,,,,,,,
89.21,26.08,-2.3,0.89,,,,-1.226533535,-2.348330476,0.782422256,+3,,,,,,,,,,
89.22,29.82,-3.29,-0.22,,,,2.513466465,-3.338330476,-0.327577744,-4,,,,,,,,,,
89.23,29.87,2.09,0.66,,,,2.563466465,2.041669524,0.552422256,+1,,,,,,,,,,
89.24,24.21,2.53,1.48,,,,-3.096533535,2.481669524,1.372422256,+2,,,,,,,,,,
89.25,23.27,1.73,2.12,,,,-4.036533535,1.681669524,2.012422256,+2,,,,,,,,,,
89.26,22.34,1.48,2.57,,,,-4.966533535,1.431669524,2.462422256,+2,,,,,,,,,,
89.27,27.77,0.74,2.16,,,,0.463466465,0.691669524,2.052422256,+1,,,,,,,,,,
89.28,29.91,-1.28,1.76,,,,2.603466465,-1.328330476,1.652422256,+4,,,,,,,,,,
89.29,32.06,-3.31,0.51,,,,4.753466465,-3.358330476,0.402422256,+4,,,,,,,,,,
89.3,27.61,-2.69,0.54,,,,0.303466465,-2.738330476,0.432422256,+4,,,,,,,,,,
89.31,27.65,-0.74,0.35,,,,0.343466465,-0.788330476,0.242422256,+4,,,,,,,,,,
89.32,27.7,1.2,0.17,,,,0.393466465,1.151669524,0.062422256,+1,,,,,,,,,,
89.33,27.41,1.3,1.97,,,,0.103466465,1.251669524,1.862422256,+1,,,,,,,,,,
89.34,26.64,2.04,1.14,,,,-0.666533535,1.991669524,1.032422256,+2,,,,,,,,,,
89.35,25.4,1.22,0.85,,,,-1.906533535,1.171669524,0.742422256,+2,,,,,,,,,,
89.36,28.56,-2.09,2.15,,,,1.253466465,-2.138330476,2.042422256,+4,,,,,,,,,,
89.37,29.87,0.31,1.72,,,,2.563466465,0.261669524,1.612422256,+1,,,,,,,,,,
89.38,29.27,-0.43,0.68,,,,1.963466465,-0.478330476,0.572422256,+4,,,,,,,,,,
89.39,28.67,-1.18,-0.35,,,,1.363466465,-1.228330476,-0.457577744,-4,,,,,,,,,,
89.4,28.92,-0.44,-0.06,,,,1.613466465,-0.488330476,-0.167577744,-4,,,,,,,,,,
89.41,27.72,-3.57,1.32,,,,0.413466465,-3.618330476,1.212422256,+4,,,,,,,,,,
89.42,30.47,-3.48,0.44,,,,3.163466465,-3.528330476,0.332422256,+4,,,,,,,,,,
89.43,33.23,-3.4,-0.44,,,,5.923466465,-3.448330476,-0.547577744,-4,,,,,,,,,,
89.44,34.36,-4.17,0.02,,,,7.053466465,-4.218330476,-0.087577744,-4,,,,,,,,,,
89.45,35.29,-4.69,-0.43,,,,7.983466465,-4.738330476,-0.537577744,-4,,,,,,,,,,
89.46,32.56,-3.38,-0.88,,,,5.253466465,-3.428330476,-0.987577744,-4,,,,,,,,,,
89.47,29.84,-2.08,0.57,,,,2.533466465,-2.128330476,0.462422256,+4,,,,,,,,,,
89.48,31.37,-1.14,1.01,,,,4.063466465,-1.188330476,0.902422256,+4,,,,,,,,,,
89.49,32.91,-0.21,1.46,,,,5.603466465,-0.258330476,1.352422256,+4,,,,,,,,,,
89.5,32.46,-2.98,-0.1,,,,5.153466465,-3.028330476,-0.207577744,-4,,,,,,,,,,
89.51,26.8,-2.16,1.98,,,,-0.506533535,-2.208330476,1.872422256,+3,,,,,,,,,,
89.52,27.62,-0.59,1.87,,,,0.313466465,-0.638330476,1.762422256,+4,,,,,,,,,,
89.53,29.15,-0.34,2.25,,,,1.843466465,-0.388330476,2.142422256,+4,,,,,,,,,,
89.54,30.68,-0.1,2.73,,,,3.373466465,-0.148330476,2.622422256,+4,,,,,,,,,,
89.55,31.61,-0.49,2.8,,,,4.303466465,-0.538330476,2.692422256,+4,,,,,,,,,,
89.56,28.42,-2.58,3.04,,,,1.113466465,-2.628330476,2.932422256,+4,,,,,,,,,,
89.57,28.99,-3.44,3.12,,,,1.683466465,-3.488330476,3.012422256,+4,,,,,,,,,,
89.58,32.79,-4.23,2.37,,,,5.483466465,-4.278330476,2.262422256,+4,,,,,,,,,,
89.59,33.76,3.59,1.64,,,,6.453466465,3.541669524,1.532422256,+1,,,,,,,,,,
89.6,33.88,-0.32,2.42,,,,6.573466465,-0.368330476,2.312422256,+4,,,,,,,,,,
89.61,33.89,-0.47,-1.33,,,,6.583466465,-0.518330476,-1.437577744,-4,,,,,,,,,,
89.62,33.85,-0.72,-1.65,,,,6.543466465,-0.768330476,-1.757577744,-4,,,,,,,,,,
89.63,30.42,-0.98,-1.97,,,,3.113466465,-1.028330476,-2.077577744,-4,,,,,,,,,,
89.64,27,0.78,-0.63,,,,-0.306533535,0.731669524,-0.737577744,-2,,,,,,,,,,
89.65,30.41,-0.09,-1.3,,,,3.103466465,-0.138330476,-1.407577744,-4,,,,,,,,,,
89.66,31.38,-2.26,0.35,,,,4.073466465,-2.308330476,0.242422256,+4,,,,,,,,,,
89.67,31.82,-2.01,-0.61,,,,4.513466465,-2.058330476,-0.717577744,-4,,,,,,,,,,
89.68,32.26,-1.76,-1.57,,,,4.953466465,-1.808330476,-1.677577744,-4,,,,,,,,,,
89.69,33.16,-1.22,-1.55,,,,5.853466465,-1.268330476,-1.657577744,-4,,,,,,,,,,
89.7,28.83,-2.35,0.1,,,,1.523466465,-2.398330476,-0.007577744,-4,,,,,,,,,,
89.71,30.99,-3.5,-0.72,,,,3.683466465,-3.548330476,-0.827577744,-4,,,,,,,,,,
89.72,31.58,-1.24,-0.12,,,,4.273466465,-1.288330476,-0.227577744,-4,,,,,,,,,,
89.73,32.17,1.02,0.31,,,,4.863466465,0.971669524,0.202422256,+1,,,,,,,,,,
89.74,33.03,0.15,0.78,,,,5.723466465,0.101669524,0.672422256,+1,,,,,,,,,,
89.75,31.66,-0.74,1.12,,,,4.353466465,-0.788330476,1.012422256,+4,,,,,,,,,,
89.76,30.3,-1.63,1.48,,,,2.993466465,-1.678330476,1.372422256,+4,,,,,,,,,,
89.77,30.84,-1.59,1.04,,,,3.533466465,-1.638330476,0.932422256,+4,,,,,,,,,,
89.78,31.38,0.65,0.67,,,,4.073466465,0.601669524,0.562422256,+1,,,,,,,,,,
89.79,28.88,2.89,0.3,,,,1.573466465,2.841669524,0.192422256,+1,,,,,,,,,,
89.8,32.24,2.33,1.25,,,,4.933466465,2.281669524,1.142422256,+1,,,,,,,,,,
89.81,35.18,1.37,0.54,,,,7.873466465,1.321669524,0.432422256,+1,,,,,,,,,,
89.82,35.06,0.15,-0.74,,,,7.753466465,0.101669524,-0.847577744,-1,,,,,,,,,,
89.83,34.45,1.93,-1.48,,,,7.143466465,1.881669524,-1.587577744,-1,,,,,,,,,,
89.84,34.5,0.24,-2.22,,,,7.193466465,0.191669524,-2.327577744,-1,,,,,,,,,,
89.85,34.8,0.08,-2.48,,,,7.493466465,0.031669524,-2.587577744,-1,,,,,,,,,,
89.86,34.82,3.83,-2.53,,,,7.513466465,3.781669524,-2.637577744,-1,,,,,,,,,,
89.87,35.65,1.95,-1.25,,,,8.343466465,1.901669524,-1.357577744,-1,,,,,,,,,,
89.88,35.65,4.38,0.03,,,,8.343466465,4.331669524,-0.077577744,-1,,,,,,,,,,
89.89,34.07,3.16,-1.28,,,,6.763466465,3.111669524,-1.387577744,-1,,,,,,,,,,
89.9,32.51,-1.83,0.53,,,,5.203466465,-1.878330476,0.422422256,+4,,,,,,,,,,
89.91,33.43,-1.64,-0.3,,,,6.123466465,-1.688330476,-0.407577744,-4,,,,,,,,,,
89.92,35.12,-1.88,-0.15,,,,7.813466465,-1.928330476,-0.257577744,-4,,,,,,,,,,
89.93,34.84,-3.75,-0.17,,,,7.533466465,-3.798330476,-0.277577744,-4,,,,,,,,,,
89.94,31.64,-3.77,-2.04,,,,4.333466465,-3.818330476,-2.147577744,-4,,,,,,,,,,
89.95,28.45,0.63,-0.66,,,,1.143466465,0.581669524,-0.767577744,-1,,,,,,,,,,
89.96,31.5,-1.57,-1.35,,,,4.193466465,-1.618330476,-1.457577744,-4,,,,,,,,,,
89.97,32.68,1.27,-0.48,,,,5.373466465,1.221669524,-0.587577744,-1,,,,,,,,,,
89.98,33.09,2.61,-0.55,,,,5.783466465,2.561669524,-0.657577744,-1,,,,,,,,,,
89.99,33.5,3.95,-0.62,,,,6.193466465,3.901669524,-0.727577744,-1,,,,,,,,,,
90,35.14,0.08,-0.8,,,,7.833466465,0.031669524,-0.907577744,-1,,,,,,,,,,
90.01,35.54,-1.84,-0.88,,,,8.233466465,-1.888330476,-0.987577744,-4,,,,,,,,,,
90.02,35.32,-1.83,-0.59,,,,8.013466465,-1.878330476,-0.697577744,-4,,,,,,,,,,
90.03,35.2,-1.82,-0.31,,,,7.893466465,-1.868330476,-0.417577744,-4,,,,,,,,,,
90.04,36.03,-1.11,-0.81,,,,8.723466465,-1.158330476,-0.917577744,-4,,,,,,,,,,
90.05,35.99,-0.93,-2.06,,,,8.683466465,-0.978330476,-2.167577744,-4,,,,,,,,,,
90.06,35.86,-0.96,-2.08,,,,8.553466465,-1.008330476,-2.187577744,-4,,,,,,,,,,
90.07,35.68,0.89,-2.11,,,,8.373466465,0.841669524,-2.217577744,-1,,,,,,,,,,
90.08,33.65,2.75,-1.85,,,,6.343466465,2.701669524,-1.957577744,-1,,,,,,,,,,
90.09,31.63,3.59,-2.1,,,,4.323466465,3.541669524,-2.207577744,-1,,,,,,,,,,
90.1,30.95,3.92,-1.43,,,,3.643466465,3.871669524,-1.537577744,-1,,,,,,,,,,
90.11,30.27,5.27,0.31,,,,2.963466465,5.221669524,0.202422256,+1,,,,,,,,,,
90.12,32.04,4.29,-0.55,,,,4.733466465,4.241669524,-0.657577744,-1,,,,,,,,,,
90.13,33.48,3.31,-0.81,,,,6.173466465,3.261669524,-0.917577744,-1,,,,,,,,,,
90.14,34.2,2.09,-0.85,,,,6.893466465,2.041669524,-0.957577744,-1,,,,,,,,,,
90.15,34.68,-0.83,-1.61,,,,7.373466465,-0.878330476,-1.717577744,-4,,,,,,,,,,
90.16,34.08,-0.54,-0.98,,,,6.773466465,-0.588330476,-1.087577744,-4,,,,,,,,,,
90.17,33.49,1.09,-0.35,,,,6.183466465,1.041669524,-0.457577744,-1,,,,,,,,,,
90.18,32.79,1.75,0.87,,,,5.483466465,1.701669524,0.762422256,+1,,,,,,,,,,
90.19,32.1,2.41,2.11,,,,4.793466465,2.361669524,2.002422256,+1,,,,,,,,,,
90.2,29.39,0.49,2.16,,,,2.083466465,0.441669524,2.052422256,+1,,,,,,,,,,
90.21,29.19,-1.48,3.01,,,,1.883466465,-1.528330476,2.902422256,+4,,,,,,,,,,
90.22,31.49,-2,2.74,,,,4.183466465,-2.048330476,2.632422256,+4,,,,,,,,,,
90.23,31.26,-3.5,2.48,,,,3.953466465,-3.548330476,2.372422256,+4,,,,,,,,,,
90.24,31.04,-4.41,2.12,,,,3.733466465,-4.458330476,2.012422256,+4,,,,,,,,,,
90.25,32.19,-0.7,1.77,,,,4.883466465,-0.748330476,1.662422256,+4,,,,,,,,,,
90.26,30.59,-0.32,1.2,,,,3.283466465,-0.368330476,1.092422256,+4,,,,,,,,,,
90.27,32.66,-4.12,0.46,,,,5.353466465,-4.168330476,0.352422256,+4,,,,,,,,,,
90.28,32.36,-1.99,-0.03,,,,5.053466465,-2.038330476,-0.137577744,-4,,,,,,,,,,
90.29,32.06,-4.1,0.71,,,,4.753466465,-4.148330476,0.602422256,+4,,,,,,,,,,
90.3,32.87,-2.3,0.8,,,,5.563466465,-2.348330476,0.692422256,+4,,,,,,,,,,
90.31,34.25,-1.73,1.57,,,,6.943466465,-1.778330476,1.462422256,+4,,,,,,,,,,
90.32,34.74,-1.16,0.98,,,,7.433466465,-1.208330476,0.872422256,+4,,,,,,,,,,
