Time,U,V,W
44.55,27.57,3.98,1.71
44.56,26.96,3.17,0.66
44.57,25.06,2.16,1.31
44.58,24.05,1.16,-0.35
44.59,27.57,2.04,-0.35
44.6,29.62,2.92,-1.65
44.61,28.59,4.26,-1
44.62,26.58,5.18,-0.71
44.63,27.63,6.13,-0.58
44.64,28.69,4.49,-0.46
44.65,25.26,2.85,-0.03
44.66,24.35,2.73,1.25
44.67,25.2,1.3,1.07
44.68,27.16,1.96,1.98
44.69,29.12,2.63,2.15
44.7,25.92,4.49,2.33
44.71,23.19,5.53,1.47
44.72,26.94,4.55,-0.15
44.73,25.31,3.57,-1.31
44.74,24.6,5.83,-1.14
44.75,21.52,7,-1.05
44.76,21.4,6.82,0.13
44.77,21.28,6.18,0.85
44.78,20.78,5.3,1.83
44.79,21,4.43,2.53
44.8,21.22,3.58,3.1
44.81,22.16,2.74,3.31
44.82,21.46,2.52,3.24
44.83,21.62,2.5,2.82
44.84,24.44,1.97,2.41
44.85,26.57,-0.05,2.26
44.86,24.66,-2.88,1.77
44.87,22.59,-2.46,2.18
44.88,24,-2.05,2.65
44.89,25.42,0.93,2.56
44.9,31,2.74,2.48
44.91,29.08,2.7,0.24
44.92,24.56,-1.1,-0.38
44.93,23.81,0.57,-0.1
44.94,21.69,-1.36,0.57
44.95,24.75,1.15,0.86
44.96,26.57,-0.21,0.54
44.97,25.45,0.82,1.16
44.98,24.34,1.86,1.78
44.99,24.34,-1.68,1.62
45,25.32,-2.33,1.7
45.01,28.02,-2.99,1.5
45.02,25.59,-1,1.6
45.03,23.16,0.99,1.72
45.04,22.86,2.83,1.84
45.05,30.64,1.04,1.52
45.06,29.19,-0.24,1.15
45.07,28.94,0.77,-0.2
45.08,32.53,-0.55,-1.52
45.09,27.59,-2.25,-1.22
45.1,30.06,-1.4,-1.37
45.11,31.18,2.5,-1.15
45.12,32.31,4.07,-1.65
45.13,31.58,4.47,-1.03
45.14,30.86,4.87,-0.41
45.15,27.59,5.54,0.08
45.16,30.3,6.03,0.24
45.17,31.09,6.74,-0.7
45.18,31.88,4.84,-1.92
45.19,24.76,2.94,-1.04
45.2,28.32,3.44,-1.48
45.21,32.57,3.95,-1.75
45.22,33.54,2.19,-1.94
45.23,32.89,1.49,-1.91
45.24,32.24,0.8,-1.89
45.25,33.04,1.38,-1.75
45.26,33.01,1.09,-1.82
45.27,33,1.16,-1.63
45.28,32.24,1.24,-1.72
45.29,32.8,2.45,-1.31
45.3,29.78,2.2,-0.71
45.31,29.19,3.17,-0.12
45.32,29.71,-1.94,0.07
45.33,30.46,-1.03,0.26
45.34,31.22,-0.12,0.46
45.35,32.54,-3.26,-0.86
45.36,31.22,-4.51,-1.14
45.37,29.9,-4.1,-0.72
45.38,25.94,-3.7,-0.31
45.39,30.05,-0.15,0.02
45.4,33.06,3.4,0.35
45.41,32.68,-0.8,-0.49
45.42,32.31,-2.03,-2.14
45.43,26.75,-1.31,-2.79
45.44,29.53,-1.67,-3.54
45.45,31.95,-3.58,-4.3
45.46,31.65,-2.58,-4.64
45.47,29.85,-1.59,-4.88
45.48,30.54,-0.13,-4.55
45.49,29.91,-2.25,-3.94
45.5,29.28,-4.39,-3.26
45.51,25.67,-2.54,-3.17
45.52,28.67,-3.29,-3.54
45.53,29.04,-2.09,-3.58
45.54,30.16,4.27,-3.52
45.55,27.91,5.91,-2.82
45.56,25.84,7.36,-2.12
45.57,23.77,6.81,-0.78
45.58,23.19,6.64,-0.2
45.59,24.12,6.67,0.04
45.6,25.06,3.71,0.28
45.61,24.79,0.77,-0.03
45.62,27.07,-1.53,-0.1
45.63,25.58,-3.75,0.3
45.64,26.06,-0.8,0.52
45.65,25.08,0.76,0.78
45.66,26.99,2.52,0.99
45.67,28.9,4.3,1.21
45.68,26.87,-2.07,1.44
45.69,28.04,0.27,1.99
45.7,27.57,1.21,2.54
45.71,31.34,-1.53,1.64
45.72,28.99,-4.56,0.46
45.73,28.44,-4.12,0.04
45.74,27.9,-3.68,-0.38
45.75,24.6,-2.45,-0.4
45.76,28.33,-1.37,-0.31
45.77,28.15,-2.62,-1.09
45.78,26.78,-4.16,-0.1
45.79,24.62,-4.26,0.1
45.8,25.72,-4.38,0.46
45.81,21.97,-0.12,1.44
45.82,23.84,-2.25,0.95
45.83,27.34,-2,2.21
45.84,29.1,-3.81,2.27
45.85,28.27,-4.09,2.33
45.86,22.83,1.49,1.66
45.87,25.55,-1.3,2
45.88,29.1,1.26,1.89
45.89,27.91,-1.67,1.57
45.9,30.14,0.17,2.44
45.91,27.66,4.94,0.71
45.92,25.18,6.13,-1.02
45.93,26.42,4,-0.15
45.94,28.27,1.89,-1.48
45.95,27.34,4.6,-0.81
45.96,28.6,4.21,0.22
45.97,27.97,4.4,1.26
45.98,26.48,3.35,0.12
45.99,27.25,3,0.96
46,28.67,3.35,0.71
46.01,30.46,3.7,0.74
46.02,28.76,1.28,-0.13
46.03,26.01,-0.18,0.48
46.04,28.75,0.26,-0.03
46.05,28,-1.16,-0.05
46.06,27.27,-2.59,-0.08
46.07,33.46,-0.76,1.41
46.08,32.17,3.64,0.93
46.09,32.24,1.45,0.2
46.1,32.31,-0.73,-0.52
46.11,30.15,-0.07,0.13
46.12,29.84,0.52,0.05
46.13,29.85,2.25,-0.16
46.14,29.87,3.99,-0.37
46.15,31.48,3.88,-0.39
46.16,33.1,3.77,-0.41
46.17,32.03,1.68,-1.14
46.18,32.74,2.5,-0.94
46.19,33.46,3.34,-1.04
46.2,31.46,1.38,-0.44
46.21,33.01,0.55,-0.71
46.22,33.44,0.6,-1.14
46.23,30.67,0.65,-1.57
46.24,27.91,-4.05,-0.91
46.25,30.89,-1.7,-1.24
46.26,33.12,1,-0.27
46.27,31.85,2.3,-0.91
46.28,29.69,-2.15,-0.93
46.29,30.77,0.07,-0.92
46.3,29.08,-0.34,-0.37
46.31,30.19,-0.06,0.21
46.32,30.57,4.28,-0.2
46.33,31.05,0.54,-0.35
46.34,31.53,1.71,-0.2
46.35,31.7,1.99,-0.11
46.36,30.3,1.99,-1.07
46.37,28.9,2,-2.05
46.38,32.13,-0.49,-2.54
46.39,33.07,2.56,-3.09
46.4,33.21,-3.97,-3.21
46.41,33.14,-0.7,-1.92
46.42,30.12,-4.34,-0.63
46.43,27.27,-3.77,0.21
46.44,28.81,-0.96,0.21
46.45,27.84,0.57,0.74
46.46,30.57,3.7,0.49
46.47,28.61,0.27,-0.1
46.48,31.14,-0.49,-1.57
46.49,31.63,-4.58,-2.14
46.5,32.12,-2.89,-2.36
46.51,31.99,-0.55,-2.34
46.52,31.86,-0.71,-2.32
46.53,31.48,0.99,-1.9
46.54,31.11,1.13,-1.48
46.55,31.42,1.02,-1.72
46.56,31.74,1.94,-1.31
46.57,31.96,3.03,-0.68
46.58,32.19,4.12,-0.06
46.59,32.71,1.38,-0.32
46.6,29.62,3.11,-0.17
46.61,29.26,4.41,0.19
46.62,33.81,4.78,0.99
46.63,34.81,3.97,-0.71
46.64,34.03,2.38,-1.3
46.65,33.25,0.8,-1.9
46.66,24.87,4.17,-0.38
46.67,29.06,2.48,-1.14
46.68,31.38,3.77,1.2
46.69,32.91,0.03,-0.52
46.7,32.09,1.09,-0.14
46.71,32.25,3.6,-0.19
46.72,32.42,3.67,-0.24
46.73,29.86,3.74,0.08
46.74,27.3,1.36,0.41
46.75,26.21,1.35,-0.38
46.76,27.3,-2.28,0.08
46.77,29.82,2.44,0.57
46.78,30.25,-0.82,-0.55
46.79,30.77,3.5,-0.17
46.8,29.05,4.47,-0.1
46.81,29.9,4.81,0.36
46.82,30.36,3.72,0.33
46.83,30.82,2.63,0.32
46.84,30.73,2.28,0.54
46.85,30,1.44,0.7
46.86,29.28,0.6,0.87
46.87,30.7,-1.36,0.06
46.88,32.13,-3.34,0.46
46.89,31.56,1.97,1.32
46.9,27.18,2.32,0.48
46.91,29.78,3.53,0.82
46.92,27.69,4.75,0.27
46.93,25.6,3.37,-0.28
46.94,24.26,3.62,1.18
46.95,26.91,2.88,1.37
46.96,29.08,2.49,1.64
46.97,27.26,2.5,1.51
46.98,25.44,2.52,1.38
46.99,26.82,-0.08,0.74
47,27.72,2.44,0.83
47.01,26.86,1.22,0.13
47.02,26.01,0,-0.57
47.03,26.8,-3.81,-0.71
47.04,27.7,-4.09,-0.49
47.05,28.61,-4.39,-0.28
47.06,29.42,0.34,-1.02
47.07,27.93,-1.73,-1.32
47.08,26.24,-4.3,-1.61
47.09,23.72,-5.07,-1.14
47.1,24.98,-4.24,-1.37
47.11,24.28,-3.42,0.6
47.12,24.54,-3.29,0.57
47.13,24.8,-3.17,0.54
47.14,24.65,-3.04,0.19
47.15,23.98,-1.98,0.65
47.16,26.89,-4.61,0.99
47.17,24.93,-4.17,1.77
47.18,23.34,2.26,1.04
47.19,24.9,0.65,1.15
47.2,25.22,-0.07,1.54
47.21,25.2,-1.02,1.64
47.22,22.76,-1,1.22
47.23,27.55,-0.41,1.4
47.24,23.74,-2.16,1.02
47.25,22.35,0.09,1.02
47.26,22.63,2.36,1.03
47.27,22.92,0.1,0.65
47.28,21.95,-1.1,-0.08
47.29,22.02,-1.14,0.07
47.3,22.1,-1.2,0.23
47.31,21.01,-0.57,1.18
47.32,22.68,-0.31,1.35
47.33,24.36,-3.68,1.14
47.34,25.65,-3.92,0.87
47.35,24.05,-2.95,0.99
47.36,21.73,-3.83,0.78
47.37,23.44,-4.72,1.43
47.38,22.88,-3.86,2.05
47.39,22.33,-1.02,2.33
47.4,24.3,0.68,2.1
47.41,27.45,-2.12,1.88
47.42,26.17,1.89,1.94
47.43,23.97,3.2,1.22
47.44,24.08,0.15,0.83
47.45,22.7,-2.08,0.96
47.46,24.75,-0.78,0.94
47.47,23.7,3.33,1.07
47.48,23.64,3,0.49
47.49,25.96,2.67,0.57
47.5,26.3,-0.1,-0.37
47.51,25.7,-1.49,-0.54
47.52,25.27,-0.13,-0.62
47.53,22.98,0.03,-0.38
47.54,20,0.24,0.92
47.55,20.71,1.37,0.85
47.56,21.42,0.83,1.58
47.57,25.81,0.3,2.32
47.58,25.2,-0.17,1.94
47.59,25.87,-1.61,1.03
47.6,26.55,-3.05,0.12
47.61,24.58,-5.2,-0.65
47.62,24.84,-3.27,-0.82
47.63,22.93,-1.35,0.1
47.64,23.2,-2.94,1.16
47.65,23.47,1.04,0.76
47.66,24.08,0.4,1.17
47.67,24.69,-0.24,1.59
47.68,21.71,-0.43,1.46
47.69,22.75,0.08,1.64
47.7,23.81,0.6,1.83
47.71,27.11,-0.93,1.13
47.72,23.26,-2.67,0.08
47.73,25.49,-1.89,0.38
47.74,25.33,0.28,0.66
47.75,27.84,0.37,0.68
47.76,27.4,-0.46,0.8
47.77,26.41,-0.36,1.17
47.78,25.42,-0.27,1.55
47.79,31.49,4.5,1.31
47.8,28.45,2.11,1.43
47.81,25.76,1.21,0.6
47.82,27.2,4.05,-0.06
47.83,27.61,3.31,-0.02
47.84,28.04,2.58,0.01
47.85,28.87,4.72,-0.2
47.86,26.26,4.54,0
47.87,24.92,1.41,0
47.88,26.94,-0.43,-0.24
47.89,26.66,1.62,-0.73
47.9,26.81,1.81,-0.66
47.91,27.72,1.48,-0.79
47.92,27.72,1.91,-0.75
47.93,27.73,2.33,-0.71
47.94,32.4,2.88,-2.3
47.95,30.06,2.61,-1.5
47.96,24.28,3.29,0.54
47.97,23.42,2.3,0.93
47.98,24.98,2.74,1.25
47.99,27.11,2.52,1.72
48,26.46,0.8,0.73
48.01,26.96,1.04,0.8
48.02,29.03,-1.19,0.34
48.03,30,1.73,-0.71
48.04,27.41,2.33,-0.86
48.05,25.29,2.32,-1.4
48.06,26.62,0.1,-1.26
48.07,25.04,0.28,-1.37
48.08,23.69,4.03,0.05
48.09,22.35,2.15,-0.66
48.1,28.52,-3.44,-0.13
48.11,27.11,-4.55,-0.22
48.12,22.77,-3.59,0.48
48.13,22.71,-4.39,1.32
48.14,22.66,-4.88,2.17
48.15,24.5,-5.22,1.42
48.16,26.35,-5.81,0.68
48.17,27.93,-4.71,0.73
48.18,26.46,-3.62,0.12
48.19,25.78,-2.77,0.08
48.2,26.64,-1.92,-0.48
48.21,27.41,-3.35,-0.57
48.22,22.7,-4.78,-0.34
48.23,25.54,-2.44,-0.01
48.24,24.33,0.65,0.6
48.25,26.86,-1.71,0.77
48.26,29.39,-4.08,0.94
48.27,29.26,-4.79,0.48
48.28,26.58,-4.95,-0.6
48.29,24.26,-4.84,-0.49
48.3,21.94,-4.74,-0.38
48.31,21.19,-3.37,0.59
48.32,23.97,-2.01,1.57
48.33,26.75,1.25,0.82
48.34,27.93,2.15,0.96
48.35,26.33,0.96,0.13
48.36,24.46,0.99,0.2
48.37,22.76,4.49,0.59
48.38,22.92,1.96,0.6
48.39,27.72,0.06,0.63
48.4,32.53,-1.83,0.66
48.41,31.4,-1.68,-0.35
48.42,27.61,2.91,-0.38
48.43,23.82,0.1,-0.59
48.44,26.89,1.9,0.2
48.45,27,4.54,0.46
48.46,29.71,2.84,-0.87
48.47,28.81,0.31,-1.42
48.48,28.76,3.06,-1.83
48.49,23.58,0.68,-1.77
48.5,26.19,2.43,-1.41
48.51,25.97,2.93,-1.15
48.52,23.35,3.44,-0.51
48.53,25.72,-1.93,-0.35
48.54,25.7,-0.99,-0.46
48.55,27.11,0.99,-0.29
48.56,28.54,2.98,-0.13
48.57,30.14,3.01,-0.66
48.58,31.74,3.04,-1.2
48.59,27.84,1.7,-1.11
48.6,30.43,3.48,-0.87
48.61,30.18,3.24,-0.13
48.62,29.38,2.43,-0.88
48.63,28.58,1.63,-1.63
48.64,32.1,3,-0.98
48.65,30.03,-0.19,-1.74
48.66,28.13,1.61,-0.54
48.67,29.2,4.37,1.01
48.68,30.28,4.22,2.1
48.69,29.5,4.08,2.98
48.7,28.72,1.02,3.03
48.71,31.07,-1.76,3.12
48.72,29.49,1.56,3.2
48.73,31.38,-1.11,2.66
48.74,31.54,-2.24,2.13
48.75,31.57,0.51,2.04
48.76,30.53,2.71,1.65
48.77,29.49,4.93,1.26
48.78,27.41,5.3,1.22
48.79,27.73,5.27,1.4
48.8,27.14,5.03,0.95
48.81,26.55,4.8,0.51
48.82,25.56,1.65,0.06
48.83,23.49,2.39,0.98
48.84,27.54,0.37,0.94
48.85,27.53,-0.22,0.59
48.86,27.52,-0.82,0.24
48.87,27,-1.28,-0.15
48.88,26.48,-1.74,-0.54
48.89,21.55,0.48,0.48
48.9,24.95,0.87,1.06
48.91,28.36,1.26,1.65
48.92,28.73,1.97,2.64
48.93,29.85,1.97,3.41
48.94,30.98,1.98,3.59
48.95,30.59,2.07,3.14
48.96,29.73,2.78,2.39
48.97,28.88,3.5,1.64
48.98,28.06,0,1.38
48.99,30.25,-0.76,0.93
49,24.33,0.23,1.42
49.01,27.26,1.66,0.61
49.02,30.19,3.09,-0.2
49.03,29.33,2.37,-0.26
49.04,31.65,1.67,-1.65
49.05,30.49,3.99,-0.95
49.06,25.2,5.25,-1.35
49.07,24.08,6.37,-0.97
49.08,29.62,6.68,-1
49.09,26.85,5.83,-0.98
49.1,32.44,4.96,-1.33
49.11,30.86,4.1,-0.98
49.12,28.4,3.59,-0.7
49.13,25.76,3.55,-0.43
49.14,26.15,3.51,-0.24
49.15,29.08,1.05,-1.37
49.16,26.57,2.82,-2.07
49.17,27.95,3.97,-1.4
49.18,29.01,2.66,-1.16
49.19,26.96,2.98,-0.98
49.2,27.57,-0.48,-1.38
49.21,27.57,-0.59,0
49.22,27.84,1.03,0.15
49.23,28.11,2.66,0.31
49.24,25.76,-0.26,1.03
49.25,28.43,1.57,2.31
49.26,28.22,1.29,2.27
49.27,28.31,1.79,1.79
49.28,29.35,0.92,1.81
49.29,30.39,0.05,1.83
49.3,31.38,1.08,1.59
49.31,31.33,1.26,0.92
49.32,33.19,0.57,-0.55
49.33,28.45,1.97,0.38
49.34,28.64,1.51,0.38
49.35,28.83,1.05,0.38
49.36,29.94,2.08,-0.76
49.37,31.06,3.11,-1.9
49.38,27.28,4.14,-2.09
49.39,27.99,3.46,-2.28
49.4,27.25,1.59,-1.71
49.41,28.97,1.87,-2.04
49.42,27.37,0.31,-1.46
49.43,25.56,1.4,-1.54
49.44,26.39,0.98,-1.36
49.45,27.23,0.57,-1.19
49.46,30.48,-1.05,-1.03
49.47,25.63,-2.11,-0.87
49.48,25.6,1.94,-0.74
49.49,25.74,1.05,-1.2
49.5,26.39,1.03,-0.91
49.51,28.38,0.35,-0.99
49.52,27.25,4.05,-1.14
49.53,28.08,4.87,-1.5
49.54,27.08,4.33,-1.18
49.55,26.08,3.79,-0.87
49.56,31.34,2.39,-0.08
49.57,28.2,-1.27,0.2
49.58,30.18,-0.46,0.23
49.59,28.87,3.72,-0.27
49.6,25.45,1.83,0.2
49.61,26.58,-0.62,-0.1
49.62,27.72,-3.07,-0.41
49.63,26.66,-3.27,-0.22
49.64,25.6,-3.48,-0.03
49.65,30.21,1.59,1.16
49.66,27.52,4.53,0.84
49.67,28.27,2.49,0.61
49.68,29.03,0.46,0.38
49.69,27.95,-0.11,0.03
49.7,26.87,-0.68,-0.31
49.71,28.16,-1.26,-0.27
49.72,26.55,0.12,0.87
49.73,28.13,-0.28,0.66
49.74,25.81,0.97,0.6
49.75,26.62,-2.74,0.41
49.76,25.58,-1.83,0.63
49.77,25.25,-0.06,0.65
49.78,24.92,1.71,0.68
49.79,26.48,2.77,0.87
49.8,25.72,3.83,0.59
49.81,25.38,1.42,0.38
49.82,22.88,0.3,0.53
49.83,24.19,-2.94,1.35
49.84,26.56,-2.72,1.76
49.85,26.19,-2.18,1.71
49.86,25.83,-1.65,1.67
49.87,27.67,-1.92,2.34
49.88,27.3,-0.84,1.56
49.89,27.19,0.62,1.16
49.9,27.09,2.08,0.77
49.91,26.44,1.42,0.46
49.92,27.36,-0.09,-0.21
49.93,28.29,-1.61,-0.88
49.94,25.92,-0.63,-0.24
49.95,24.36,1.1,0.38
49.96,25.19,1.12,0.33
49.97,26.03,1.15,0.3
49.98,27.73,3.62,0.65
49.99,24.33,-0.76,0.83
50,27.39,-1.86,0.63
50.01,26.94,3.73,1.1
50.02,26.66,5.78,0.1
50.03,28.66,5.87,-1.15
50.04,28.15,4.98,-2.09
50.05,27.64,4.09,-2.26
50.06,24.33,4.74,-2.49
50.07,25.98,4.42,-1.15
50.08,25.6,-0.65,0.19
50.09,26.33,2.28,0.81
50.1,28.32,1.63,0.77
50.11,30.32,0.98,0.74
50.12,31.29,-1.38,0.57
50.13,29.96,-2.91,-0.05
50.14,27.36,2.29,0.55
50.15,28.66,-0.31,0.25
50.16,29.3,-1.67,-0.54
50.17,29.78,-4.34,0.26
50.18,26.89,-2.61,0.26
50.19,30.42,-1.18,0.38
50.2,29.95,0.24,0.51
50.21,29.49,-3.28,2.15
50.22,31.72,-1.52,1.33
50.23,32.48,-1.63,1.86
50.24,33.25,-1.57,1.59
50.25,29.37,-1.56,0.58
50.26,31.16,-1.75,0.17
50.27,33.69,-1.39,0.22
50.28,33.89,-1.04,0.28
50.29,33.71,0.98,-0.93
50.3,33.53,4.65,-0.35
50.31,32.87,4.56,-1.16
50.32,29.55,4.36,-1.09
50.33,29.91,0.8,-1.25
50.34,32.23,-0.84,-1.49
50.35,32.93,-2.48,-1.74
50.36,32.93,2.95,-1.99
50.37,32.94,2.93,-2.16
50.38,31.43,4.39,-2.15
50.39,31.14,4.08,-2.14
50.4,30.86,3.77,-1.95
50.41,26.75,4.49,-1.86
50.42,28.8,4.13,-1.9
50.43,33.14,-0.35,-0.43
50.44,33.51,0.92,-1.07
50.45,29.46,1.15,-2.24
50.46,25.42,1.38,-2.47
50.47,23.6,2.56,-1.86
50.48,27.56,1.26,-1.25
50.49,31.52,-0.03,0.19
50.5,29.08,-3.08,-0.05
50.51,32.12,-0.8,0.49
50.52,30.34,-0.46,0.1
50.53,31.06,0.28,-0.41
50.54,27.93,-2.82,0.68
50.55,27.36,0.68,0.8
50.56,27.29,0.32,0.48
50.57,27.23,-0.03,0.17
50.58,28.29,2.16,-0.59
50.59,33.18,2.39,-0.57
50.6,29.89,2.48,-0.7
50.61,25.87,3.47,-0.73
50.62,21.86,4.47,-0.77
50.63,24.36,2.67,-0.87
50.64,25.7,2.42,-1.32
50.65,27.05,2.19,-1.78
50.66,27.03,3.88,-1.54
50.67,24.4,0.81,-0.7
50.68,27.59,4.89,-1.05
50.69,31.11,2.07,-1.59
50.7,33.28,-0.54,-2.49
50.71,34.35,0.07,-3.24
50.72,32.69,-1.86,-3.16
50.73,31.04,-0.94,-3.2
50.74,32.24,1.2,-2.79
50.75,29.92,1.04,-2.04
50.76,28.72,3.4,-1.31
50.77,29.3,3.31,-1.04
50.78,29.47,3.23,-1.38
50.79,29.64,0.87,-1.72
50.8,30.63,0.19,-0.54
50.81,32.1,-1.21,-1.82
50.82,30.45,0.23,-1.09
50.83,32.85,2.88,-1.96
50.84,32.53,1.79,-2.28
50.85,30.7,1.24,-2.37
50.86,30.68,0.79,-2.35
50.87,30.68,0.35,-2.04
50.88,29.12,-0.43,-1.75
50.89,30.1,2.42,-1.93
50.9,29.71,1.15,-1.44
50.91,23.71,-0.12,-0.96
50.92,26.71,0.52,-1.69
50.93,33.11,2.43,-0.34
50.94,29.91,1.47,-1.01
50.95,33.04,2.02,-0.73
50.96,33.87,2.58,-2.03
50.97,33.9,2.04,-1.65
50.98,32.86,3.51,-2.2
50.99,31.83,2.86,-1.15
51,24.41,3.77,-0.1
51.01,28.12,3.31,-1.42
51.02,29.86,1.93,-0.12
51.03,31.61,2.62,-0.77
51.04,32.6,0.76,-0.76
51.05,32.99,1.04,-1.46
51.06,33.39,1.32,-2.17
51.07,32.83,0.54,-0.15
51.08,32.04,-1.54,0.08
51.09,31.25,-3.62,0.31
51.1,29.62,-0.64,0.8
51.11,28,2.34,1.3
51.12,27.66,0.2,0.68
51.13,28.38,0.35,-0.37
51.14,27.49,-0.03,0.27
51.15,28.32,-0.06,-0.15
51.16,31.1,2.91,-0.6
51.17,32.14,2.52,-1.05
51.18,33.19,2.14,-1.31
51.19,33.57,1.78,-1
51.2,30.43,-0.74,-0.27
51.21,27.77,1.07,-0.13
51.22,29.1,0.16,-0.2
51.23,31.02,-0.68,0.74
51.24,32.94,-0.26,0.27
51.25,31.24,2.47,0.19
51.26,31.74,3.31,-0.37
51.27,32.57,2.65,-2.1
51.28,33.41,2.22,-1.72
51.29,27.25,3.07,-1.35
51.3,30.33,3.92,-1.83
51.31,31.79,2.28,-0.1
51.32,33.25,1.92,0.89
51.33,33.56,-0.04,1.04
51.34,33.23,0.16,1.2
51.35,32.91,0.37,1.37
51.36,30.73,-1.14,1.44
51.37,31.66,3.46,0.2
51.38,32.6,3.44,-0.77
51.39,33.65,3.42,-0.94
51.4,31.67,3.03,-0.58
51.41,29.69,-3.18,-0.07
51.42,32.19,-0.07,-0.32
51.43,33.95,-2.29,0.38
51.44,35.12,-1.11,0.82
51.45,31.85,0.06,1.26
51.46,28.58,1.53,0.26
51.47,32.44,0.79,0.76
51.48,31.63,-0.99,-0.86
51.49,31.81,0.17,-1.98
51.5,31.99,-2.98,-2.83
51.51,31.69,1.37,-3.51
51.52,31.4,-1.04,-3.87
51.53,28.87,-0.48,-3.86
51.54,30.46,-0.32,-3.67
51.55,32.06,-0.17,-3.61
51.56,30.44,-2.58,-3.31
51.57,28.83,-3.75,-2.23
51.58,30.32,-0.43,-1.15
51.59,33.28,2.88,-0.98
51.6,33.06,2.02,-0.79
51.61,32.84,3.62,-1.02
51.62,32.95,2.6,-1.5
51.63,33.07,3.41,-2.32
51.64,32.48,4.23,-2.56
51.65,30.14,2.53,-2.04
51.66,29.6,1.69,-1.52
51.67,29.06,0.86,-0.24
51.68,28.74,2.08,-0.26
51.69,29.6,0.49,-1.97
51.7,31.07,-1.52,-1.59
51.71,30.97,-0.81,-2.08
51.72,30.88,-0.1,-1.7
51.73,26.64,1.59,-1.32
51.74,28.2,2.31,-0.21
51.75,28.63,-0.13,0.46
51.76,26.19,1.97,0.57
51.77,26.75,2.3,1.15
51.78,29.53,-0.97,0.65
51.79,30.43,0.65,-0.24
51.8,31.33,0.17,0.13
51.81,32.62,2.93,-1.32
51.82,32.26,2.97,-2.17
51.83,31.79,0.37,-1.59
51.84,31.92,4.3,-1.73
51.85,33.1,-0.35,-2.15
51.86,27.7,-1.92,-2.11
51.87,27.63,-3.04,-2.08
51.88,27.82,-0.51,-2.29
51.89,32.53,0.43,-2.62
51.9,31.85,1.56,-2.72
51.91,28.94,2.83,-2.8
51.92,30.39,4.11,-1.88
51.93,28.49,-3.53,-0.97
51.94,29.44,0.29,-1.93
51.95,27.88,-0.1,-0.76
51.96,29.8,1.51,-0.06
51.97,31.72,3.13,0.63
51.98,31.04,3.68,1.07
51.99,31.36,4.21,1.07
52,31.7,4.76,1.08
52.01,32.42,1.64,0.6
52.02,31.3,3.16,0.1
52.03,28.42,3.98,1.03
52.04,29.07,3.71,0.58
52.05,29.73,3.44,0.15
52.06,26.93,1.65,0.63
52.07,28.32,2.54,0.39
52.08,31.68,0.21,-0.19
52.09,32.45,-1.99,0.06
52.1,33.23,-2.88,-0.82
52.11,31.43,-3.77,-1.71
52.12,29.7,-2.52,-0.85
52.13,26.99,-0.8,-0.64
52.14,24.28,0.92,-0.43
52.15,28.81,2.55,0.31
52.16,32.53,1.9,-1.1
52.17,30.07,-2.03,-1.2
52.18,29.96,0.62,0.37
52.19,29.17,-1.22,-0.17
52.2,27.61,3.35,0.77
52.21,28.42,0.08,0
52.22,29.24,-3.18,-0.77
52.23,28.7,0.41,-0.37
52.24,30.77,0.62,-1.31
52.25,29.64,2.7,-1.2
52.26,26.33,1.93,-1.26
52.27,29.35,-0.88,-2.26
52.28,28.84,0.89,-2.78
52.29,28.33,2.67,-2.59
52.3,26.71,0.32,-1.6
52.31,27.88,-0.31,-0.62
52.32,26.12,0.35,0.06
52.33,28.13,2.19,0.66
52.34,27.12,4.04,0.36
52.35,28.1,4.67,1.91
52.36,29.6,3.68,2.5
52.37,30.39,4.94,2.14
52.38,27.73,4.65,1.39
52.39,25.08,4.36,0.65
52.4,23.81,4.63,0.78
52.41,24.44,4.49,0.71
52.42,29.05,3.2,0.4
52.43,27.83,3.84,0.96
52.44,30.64,4.48,1.25
52.45,30.77,3.82,0.57
52.46,30.19,3.17,-0.34
52.47,29.62,1.19,-1.26
52.48,30.48,3.28,-1.61
52.49,27.91,2.23,-1.97
52.5,29.08,0.17,-2.15
52.51,28.81,2.97,-1.85
52.52,30.73,3.86,-2.17
52.53,29.94,2.96,-1.6
52.54,26.03,-0.1,-0.82
52.55,26.26,4.21,-0.3
52.56,26.58,2.79,-0.3
52.57,27.12,3.45,-0.15
52.58,27.66,4.12,0
52.59,29.1,-3.55,0.23
52.6,30.46,-4.61,0.05
52.61,29.67,-2.59,-0.6
52.62,22.65,-3.35,0.57
52.63,24.41,-1,1.14
52.64,24.02,0.08,1.83
52.65,23.63,1.18,2.53
52.66,24.98,2.31,2.8
52.67,23.91,4.39,3.15
52.68,26.33,7.18,2.12
52.69,21.94,7.68,1.1
52.7,24.13,6.62,2.3
52.71,26.33,4.75,2.5
52.72,27.27,2.89,2.2
52.73,28,3.22,1.53
52.74,25.64,3.56,0.13
52.75,25.77,4.21,0.28
52.76,25.9,4.87,0.43
52.77,28.94,1.09,1.7
52.78,29.19,0.17,0.51
52.79,30.28,0.71,-0.54
52.8,31.38,1.26,-1.59
52.81,29.85,1.3,-1.95
52.82,30.59,1.35,-1.96
52.83,31.47,2.71,-1.98
52.84,24.69,3.59,-0.21
52.85,28.08,4.48,-1.09
52.86,26.66,2.17,-1.02
52.87,25.52,2.37,-1.37
52.88,24.25,-4,0.23
